Time ,u_X0,u_X1,u_G3,u_G2,u_G1,Strain_X0,Strain_X1,Strain_G3,Strain_G2,Strain_G1
997200,1.94E-17,1.94E-17,2.13E-16,2.10E-16,2.10E-16,1.19E-16,1.21E-16,2.54E-18,2.85E-18,2.59E-18
1000800,9.40E-18,9.39E-18,1.03E-16,1.01E-16,1.02E-16,5.83E-17,5.82E-17,1.23E-18,1.38E-18,1.25E-18
1004400,4.73E-17,4.74E-17,5.19E-16,5.10E-16,5.12E-16,-2.95E-16,-2.93E-16,-6.22E-18,-6.95E-18,-6.31E-18
1008000,2.29E-17,2.29E-17,2.52E-16,2.48E-16,2.48E-16,-1.42E-16,-1.42E-16,-3.01E-18,-3.37E-18,-3.05E-18
1011600,4.10E-17,4.10E-17,4.49E-16,4.41E-16,4.42E-16,-2.54E-16,-2.54E-16,-5.39E-18,-6.04E-18,-5.44E-18
1015200,2.54E-18,2.49E-18,2.77E-17,2.73E-17,2.73E-17,1.54E-17,1.51E-17,3.28E-19,3.72E-19,3.38E-19
1018800,2.71E-17,2.73E-17,2.99E-16,2.94E-16,2.94E-16,-1.68E-16,-1.72E-16,-3.56E-18,-4.00E-18,-3.62E-18
1022400,2.12E-16,2.13E-16,2.33E-15,2.29E-15,2.30E-15,-1.32E-15,-1.31E-15,-2.79E-17,-3.13E-17,-2.83E-17
1026000,1.64E-17,1.64E-17,1.80E-16,1.76E-16,1.77E-16,1.02E-16,1.01E-16,2.15E-18,2.41E-18,2.18E-18
1029600,1.64E-18,1.58E-18,1.77E-17,1.74E-17,1.75E-17,-9.36E-18,-9.09E-18,-2.10E-19,-2.29E-19,-2.15E-19
1033200,1.08E-18,1.14E-18,1.13E-17,1.11E-17,1.10E-17,4.07E-18,6.17E-18,1.28E-19,1.45E-19,1.24E-19
1036800,2.34E-17,2.31E-17,2.55E-16,2.50E-16,2.51E-16,-1.43E-16,-1.44E-16,-3.05E-18,-3.42E-18,-3.09E-18
1040400,1.38E-18,1.45E-18,1.49E-17,1.44E-17,1.44E-17,-6.82E-18,-8.27E-18,-1.68E-19,-1.87E-19,-1.83E-19
1044000,2.36E-17,2.36E-17,2.59E-16,2.54E-16,2.55E-16,1.46E-16,1.47E-16,3.09E-18,3.47E-18,3.13E-18
1047600,6.81E-18,6.98E-18,7.59E-17,7.45E-17,7.46E-17,4.14E-17,4.05E-17,9.10E-19,1.01E-18,8.96E-19
1051200,8.31E-18,8.31E-18,9.12E-17,8.96E-17,8.99E-17,-5.13E-17,-5.10E-17,-1.09E-18,-1.22E-18,-1.11E-18
1054800,2.80E-17,2.81E-17,3.08E-16,3.03E-16,3.04E-16,1.74E-16,1.74E-16,3.67E-18,4.12E-18,3.74E-18
1058400,2.96E-17,2.96E-17,3.25E-16,3.19E-16,3.20E-16,-1.83E-16,-1.83E-16,-3.88E-18,-4.35E-18,-3.94E-18
1062000,2.37E-17,2.38E-17,2.61E-16,2.56E-16,2.57E-16,1.47E-16,1.46E-16,3.11E-18,3.50E-18,3.17E-18
1065600,9.53E-18,9.51E-18,1.05E-16,1.03E-16,1.03E-16,-5.90E-17,-5.91E-17,-1.25E-18,-1.40E-18,-1.26E-18
1069200,1.03E-17,1.03E-17,1.13E-16,1.11E-16,1.11E-16,-6.34E-17,-6.36E-17,-1.35E-18,-1.51E-18,-1.37E-18
1072800,6.58E-18,6.60E-18,7.16E-17,7.04E-17,7.08E-17,4.14E-17,4.24E-17,8.59E-19,9.66E-19,8.71E-19
1076400,5.27E-18,5.48E-18,5.79E-17,5.69E-17,5.72E-17,3.27E-17,3.26E-17,6.95E-19,7.78E-19,7.14E-19
1080000,4.58E-18,4.64E-18,5.07E-17,4.98E-17,4.99E-17,2.87E-17,2.88E-17,6.05E-19,6.77E-19,6.11E-19
1083600,5.28E-17,5.27E-17,5.79E-16,5.69E-16,5.70E-16,-3.23E-16,-3.25E-16,-6.91E-18,-7.77E-18,-7.03E-18
1087200,1.61E-17,1.62E-17,1.77E-16,1.74E-16,1.74E-16,-1.01E-16,-1.01E-16,-2.11E-18,-2.37E-18,-2.14E-18
1090800,4.32E-18,4.57E-18,4.68E-17,4.60E-17,4.63E-17,-2.85E-17,-2.57E-17,-5.79E-19,-6.32E-19,-5.65E-19
1094400,1.97E-17,1.97E-17,2.16E-16,2.12E-16,2.13E-16,1.23E-16,1.22E-16,2.58E-18,2.89E-18,2.62E-18
1098000,3.19E-17,3.20E-17,3.51E-16,3.45E-16,3.46E-16,1.99E-16,1.96E-16,4.19E-18,4.70E-18,4.24E-18
1101600,7.76E-18,7.65E-18,8.47E-17,8.33E-17,8.34E-17,4.88E-17,4.63E-17,1.00E-18,1.14E-18,1.02E-18
1105200,1.92E-17,1.93E-17,2.11E-16,2.08E-16,2.08E-16,1.20E-16,1.19E-16,2.52E-18,2.83E-18,2.56E-18
1108800,2.67E-17,2.66E-17,2.92E-16,2.87E-16,2.88E-16,-1.65E-16,-1.64E-16,-3.50E-18,-3.92E-18,-3.55E-18
1112400,6.20E-18,6.25E-18,6.85E-17,6.72E-17,6.75E-17,3.73E-17,3.88E-17,8.17E-19,9.20E-19,8.26E-19
1116000,2.25E-17,2.25E-17,2.47E-16,2.43E-16,2.44E-16,1.40E-16,1.40E-16,2.96E-18,3.31E-18,3.01E-18
1119600,2.92E-17,2.90E-17,3.19E-16,3.13E-16,3.14E-16,1.81E-16,1.81E-16,3.82E-18,4.28E-18,3.87E-18
1123200,2.02E-18,2.03E-18,2.23E-17,2.19E-17,2.20E-17,-1.28E-17,-1.25E-17,-2.65E-19,-2.96E-19,-2.67E-19
1126800,1.07E-17,1.07E-17,1.18E-16,1.16E-16,1.16E-16,6.61E-17,6.81E-17,1.40E-18,1.57E-18,1.43E-18
1130400,5.21E-18,5.17E-18,5.69E-17,5.59E-17,5.61E-17,3.21E-17,3.20E-17,6.81E-19,7.61E-19,6.88E-19
1134000,3.56E-17,3.55E-17,3.90E-16,3.84E-16,3.85E-16,2.21E-16,2.19E-16,4.66E-18,5.23E-18,4.74E-18
1137600,7.17E-18,7.13E-18,7.86E-17,7.72E-17,7.74E-17,4.40E-17,4.48E-17,9.40E-19,1.05E-18,9.55E-19
1141200,2.75E-17,2.76E-17,3.02E-16,2.97E-16,2.98E-16,-1.71E-16,-1.71E-16,-3.61E-18,-4.05E-18,-3.66E-18
1144800,4.40E-17,4.34E-17,4.79E-16,4.71E-16,4.72E-16,-2.67E-16,-2.69E-16,-5.72E-18,-6.44E-18,-5.82E-18
1148400,7.86E-19,7.89E-19,8.67E-18,8.56E-18,8.58E-18,5.09E-18,5.18E-18,1.04E-19,1.18E-19,1.03E-19
1152000,6.15E-18,6.16E-18,6.75E-17,6.63E-17,6.65E-17,3.83E-17,3.83E-17,8.06E-19,9.06E-19,8.19E-19
1155600,1.69E-18,1.64E-18,1.81E-17,1.78E-17,1.79E-17,-1.03E-17,-1.00E-17,-2.08E-19,-2.38E-19,-2.18E-19
1159200,1.66E-17,1.67E-17,1.82E-16,1.79E-16,1.80E-16,-1.03E-16,-1.02E-16,-2.18E-18,-2.45E-18,-2.21E-18
1162800,6.12E-18,6.11E-18,6.73E-17,6.63E-17,6.64E-17,3.74E-17,3.59E-17,8.04E-19,8.97E-19,8.04E-19
1166400,2.03E-17,2.04E-17,2.24E-16,2.20E-16,2.20E-16,1.27E-16,1.26E-16,2.66E-18,2.99E-18,2.72E-18
1170000,3.23E-17,3.24E-17,3.55E-16,3.49E-16,3.50E-16,2.02E-16,2.00E-16,4.25E-18,4.77E-18,4.29E-18
1173600,1.13E-16,1.13E-16,1.24E-15,1.22E-15,1.23E-15,-7.04E-16,-7.00E-16,-1.48E-17,-1.66E-17,-1.51E-17
1177200,2.18E-17,2.18E-17,2.39E-16,2.35E-16,2.36E-16,-1.35E-16,-1.35E-16,-2.86E-18,-3.21E-18,-2.90E-18
1180800,1.83E-17,1.83E-17,2.00E-16,1.97E-16,1.98E-16,1.13E-16,1.13E-16,2.40E-18,2.69E-18,2.43E-18
1184400,2.78E-17,2.78E-17,3.05E-16,3.00E-16,3.01E-16,-1.72E-16,-1.72E-16,-3.64E-18,-4.08E-18,-3.70E-18
1188000,1.61E-17,1.61E-17,1.77E-16,1.74E-16,1.74E-16,9.99E-17,9.96E-17,2.11E-18,2.37E-18,2.14E-18
1191600,1.70E-18,1.70E-18,1.87E-17,1.84E-17,1.84E-17,1.06E-17,1.05E-17,2.23E-19,2.50E-19,2.27E-19
1195200,3.07E-17,3.07E-17,3.36E-16,3.31E-16,3.32E-16,1.90E-16,1.90E-16,4.02E-18,4.51E-18,4.08E-18
1198800,1.12E-17,1.13E-17,1.23E-16,1.20E-16,1.21E-16,-7.07E-17,-6.82E-17,-1.47E-18,-1.63E-18,-1.47E-18
1202400,1.51E-16,1.51E-16,1.66E-15,1.63E-15,1.63E-15,9.37E-16,9.35E-16,1.98E-17,2.22E-17,2.01E-17
1206000,1.21E-16,1.21E-16,1.33E-15,1.31E-15,1.31E-15,7.53E-16,7.52E-16,1.59E-17,1.78E-17,1.62E-17
1209600,4.21E-17,4.20E-17,4.62E-16,4.54E-16,4.55E-16,-2.61E-16,-2.65E-16,-5.53E-18,-6.19E-18,-5.61E-18
1213200,9.23E-17,9.15E-17,1.00E-15,9.89E-16,9.92E-16,5.65E-16,5.66E-16,1.21E-17,1.35E-17,1.22E-17
1216800,3.70E-17,3.70E-17,4.06E-16,3.99E-16,4.00E-16,-2.29E-16,-2.29E-16,-4.85E-18,-5.43E-18,-4.92E-18
1220400,9.25E-17,9.26E-17,1.02E-15,9.98E-16,1.00E-15,5.73E-16,5.75E-16,1.21E-17,1.36E-17,1.23E-17
1224000,2.10E-16,2.11E-16,2.31E-15,2.27E-15,2.28E-15,-1.31E-15,-1.30E-15,-2.76E-17,-3.09E-17,-2.80E-17
1227600,8.76E-17,8.76E-17,9.61E-16,9.44E-16,9.47E-16,5.43E-16,5.43E-16,1.15E-17,1.29E-17,1.16E-17
1231200,2.62E-17,2.61E-17,2.87E-16,2.82E-16,2.83E-16,1.62E-16,1.62E-16,3.42E-18,3.84E-18,3.49E-18
1234800,2.68E-17,2.68E-17,2.93E-16,2.88E-16,2.89E-16,1.66E-16,1.66E-16,3.52E-18,3.95E-18,3.57E-18
1238400,1.49E-17,1.49E-17,1.64E-16,1.61E-16,1.61E-16,9.26E-17,9.24E-17,1.96E-18,2.19E-18,1.98E-18
1242000,2.00E-17,2.00E-17,2.19E-16,2.16E-16,2.17E-16,-1.24E-16,-1.22E-16,-2.61E-18,-2.93E-18,-2.65E-18
1245600,6.71E-17,6.69E-17,7.36E-16,7.24E-16,7.26E-16,4.13E-16,4.15E-16,8.79E-18,9.84E-18,8.91E-18
1249200,3.29E-19,1.52E-19,2.40E-18,2.29E-18,2.30E-18,5.80E-19,-1.76E-18,2.93E-20,3.18E-20,3.40E-20
1252800,2.15E-16,2.15E-16,2.36E-15,2.32E-15,2.32E-15,1.33E-15,1.33E-15,2.82E-17,3.16E-17,2.86E-17
1256400,1.03E-16,1.02E-16,1.13E-15,1.11E-15,1.11E-15,6.41E-16,6.40E-16,1.35E-17,1.51E-17,1.37E-17
1260000,4.16E-17,4.16E-17,4.56E-16,4.48E-16,4.50E-16,2.58E-16,2.57E-16,5.45E-18,6.11E-18,5.53E-18
1263600,4.07E-16,4.07E-16,4.47E-15,4.39E-15,4.41E-15,-2.53E-15,-2.52E-15,-5.34E-17,-5.99E-17,-5.42E-17
1267200,7.97E-17,7.99E-17,8.76E-16,8.61E-16,8.64E-16,4.95E-16,4.96E-16,1.05E-17,1.17E-17,1.06E-17
1270800,5.73E-17,5.73E-17,6.28E-16,6.17E-16,6.19E-16,-3.54E-16,-3.54E-16,-7.50E-18,-8.42E-18,-7.62E-18
1274400,3.17E-16,3.17E-16,3.48E-15,3.42E-15,3.43E-15,1.97E-15,1.96E-15,4.15E-17,4.66E-17,4.22E-17
1278000,7.63E-18,7.66E-18,8.37E-17,8.23E-17,8.25E-17,4.72E-17,4.84E-17,1.00E-18,1.12E-18,1.02E-18
1281600,6.14E-17,6.12E-17,6.72E-16,6.61E-16,6.63E-16,-3.79E-16,-3.81E-16,-8.03E-18,-9.00E-18,-8.15E-18
1285200,3.50E-17,3.50E-17,3.84E-16,3.77E-16,3.78E-16,2.17E-16,2.17E-16,4.59E-18,5.14E-18,4.66E-18
1288800,8.57E-18,8.62E-18,9.42E-17,9.26E-17,9.29E-17,-5.53E-17,-5.30E-17,-1.13E-18,-1.27E-18,-1.16E-18
1292400,7.80E-17,7.80E-17,8.56E-16,8.41E-16,8.44E-16,4.84E-16,4.83E-16,1.02E-17,1.15E-17,1.04E-17
1296000,1.78E-16,1.78E-16,1.96E-15,1.92E-15,1.93E-15,-1.11E-15,-1.10E-15,-2.34E-17,-2.62E-17,-2.37E-17
1299600,5.48E-17,5.48E-17,6.01E-16,5.91E-16,5.93E-16,3.41E-16,3.39E-16,7.19E-18,8.06E-18,7.29E-18
1303200,1.42E-16,1.42E-16,1.56E-15,1.53E-15,1.54E-15,-8.81E-16,-8.81E-16,-1.86E-17,-2.09E-17,-1.89E-17
1306800,2.27E-16,2.28E-16,2.50E-15,2.45E-15,2.46E-15,1.41E-15,1.41E-15,2.98E-17,3.34E-17,3.03E-17
1310400,6.33E-18,6.32E-18,6.96E-17,6.85E-17,6.86E-17,4.01E-17,3.84E-17,8.22E-19,9.22E-19,8.30E-19
1314000,8.32E-17,8.32E-17,9.13E-16,8.98E-16,9.01E-16,5.16E-16,5.16E-16,1.09E-17,1.22E-17,1.11E-17
1317600,5.58E-17,5.58E-17,6.12E-16,6.02E-16,6.03E-16,3.46E-16,3.45E-16,7.32E-18,8.21E-18,7.43E-18
1321200,2.39E-17,2.39E-17,2.62E-16,2.58E-16,2.59E-16,-1.48E-16,-1.48E-16,-3.14E-18,-3.52E-18,-3.18E-18
1324800,4.27E-17,4.27E-17,4.69E-16,4.61E-16,4.63E-16,2.66E-16,2.65E-16,5.60E-18,6.29E-18,5.69E-18
1328400,6.44E-17,6.42E-17,7.06E-16,6.94E-16,6.96E-16,-3.99E-16,-3.98E-16,-8.43E-18,-9.46E-18,-8.56E-18
1332000,1.81E-16,1.81E-16,1.99E-15,1.96E-15,1.96E-15,1.13E-15,1.12E-15,2.38E-17,2.67E-17,2.41E-17
1335600,2.65E-17,2.63E-17,2.89E-16,2.84E-16,2.85E-16,1.61E-16,1.63E-16,3.45E-18,3.89E-18,3.52E-18
1339200,2.42E-16,2.41E-16,2.65E-15,2.61E-15,2.61E-15,1.50E-15,1.50E-15,3.17E-17,3.55E-17,3.21E-17
1342800,8.45E-17,8.45E-17,9.27E-16,9.11E-16,9.14E-16,-5.25E-16,-5.24E-16,-1.11E-17,-1.24E-17,-1.12E-17
1346400,1.85E-16,1.85E-16,2.03E-15,1.99E-15,2.00E-15,1.15E-15,1.14E-15,2.42E-17,2.72E-17,2.46E-17
1350000,3.44E-17,3.44E-17,3.77E-16,3.71E-16,3.72E-16,2.13E-16,2.13E-16,4.51E-18,5.06E-18,4.58E-18
1353600,1.26E-16,1.26E-16,1.38E-15,1.36E-15,1.36E-15,-7.91E-16,-7.80E-16,-1.65E-17,-1.85E-17,-1.68E-17
1357200,2.44E-17,2.44E-17,2.67E-16,2.63E-16,2.64E-16,1.54E-16,1.51E-16,3.20E-18,3.59E-18,3.26E-18
1360800,2.07E-16,2.07E-16,2.27E-15,2.23E-15,2.24E-15,1.28E-15,1.28E-15,2.71E-17,3.04E-17,2.76E-17
1364400,7.44E-17,7.45E-17,8.17E-16,8.03E-16,8.05E-16,4.63E-16,4.61E-16,9.76E-18,1.09E-17,9.91E-18
1368000,3.31E-17,3.32E-17,3.64E-16,3.57E-16,3.59E-16,-2.06E-16,-2.06E-16,-4.35E-18,-4.88E-18,-4.41E-18
1371600,2.50E-17,2.51E-17,2.75E-16,2.70E-16,2.71E-16,-1.58E-16,-1.58E-16,-3.28E-18,-3.67E-18,-3.35E-18
1375200,8.28E-18,8.27E-18,9.09E-17,8.93E-17,8.96E-17,-5.14E-17,-5.12E-17,-1.09E-18,-1.22E-18,-1.10E-18
1378800,4.15E-16,4.15E-16,4.55E-15,4.48E-15,4.49E-15,2.58E-15,2.57E-15,5.44E-17,6.10E-17,5.53E-17
1382400,1.30E-17,1.30E-17,1.43E-16,1.40E-16,1.41E-16,-8.09E-17,-8.09E-17,-1.71E-18,-1.91E-18,-1.73E-18
1386000,4.65E-17,4.65E-17,5.10E-16,5.02E-16,5.03E-16,2.89E-16,2.88E-16,6.10E-18,6.84E-18,6.19E-18
1389600,5.85E-17,5.87E-17,6.42E-16,6.31E-16,6.33E-16,-3.67E-16,-3.63E-16,-7.68E-18,-8.62E-18,-7.80E-18
1393200,1.95E-17,1.95E-17,2.14E-16,2.10E-16,2.11E-16,-1.21E-16,-1.20E-16,-2.56E-18,-2.86E-18,-2.59E-18
1396800,2.89E-17,2.90E-17,3.17E-16,3.12E-16,3.13E-16,1.79E-16,1.79E-16,3.79E-18,4.25E-18,3.85E-18
1400400,2.12E-16,2.12E-16,2.33E-15,2.29E-15,2.29E-15,-1.32E-15,-1.31E-15,-2.78E-17,-3.12E-17,-2.82E-17
1404000,8.28E-17,8.28E-17,9.08E-16,8.93E-16,8.95E-16,5.14E-16,5.12E-16,1.09E-17,1.22E-17,1.10E-17
1407600,4.50E-17,4.50E-17,4.94E-16,4.85E-16,4.87E-16,-2.79E-16,-2.79E-16,-5.90E-18,-6.62E-18,-5.99E-18
1411200,1.88E-16,1.88E-16,2.07E-15,2.03E-15,2.04E-15,1.17E-15,1.16E-15,2.47E-17,2.77E-17,2.51E-17
1414800,1.15E-16,1.15E-16,1.26E-15,1.24E-15,1.25E-15,-7.15E-16,-7.12E-16,-1.51E-17,-1.69E-17,-1.53E-17
1418400,1.92E-16,1.92E-16,2.11E-15,2.07E-15,2.08E-15,1.19E-15,1.19E-15,2.52E-17,2.83E-17,2.56E-17
1422000,2.89E-17,2.89E-17,3.17E-16,3.12E-16,3.13E-16,-1.80E-16,-1.79E-16,-3.79E-18,-4.25E-18,-3.85E-18
1425600,4.62E-17,4.62E-17,5.07E-16,4.99E-16,5.00E-16,2.87E-16,2.86E-16,6.06E-18,6.80E-18,6.16E-18
1429200,9.77E-18,9.78E-18,1.07E-16,1.05E-16,1.06E-16,6.07E-17,6.05E-17,1.28E-18,1.44E-18,1.30E-18
1432800,2.64E-16,2.64E-16,2.90E-15,2.85E-15,2.86E-15,-1.64E-15,-1.63E-15,-3.46E-17,-3.88E-17,-3.52E-17
1436400,2.01E-16,2.01E-16,2.21E-15,2.17E-15,2.18E-15,1.25E-15,1.25E-15,2.64E-17,2.96E-17,2.68E-17
1440000,2.51E-17,2.51E-17,2.76E-16,2.71E-16,2.71E-16,-1.55E-16,-1.56E-16,-3.29E-18,-3.69E-18,-3.35E-18
1443600,1.68E-16,1.68E-16,1.84E-15,1.81E-15,1.81E-15,1.04E-15,1.03E-15,2.20E-17,2.46E-17,2.23E-17
1447200,8.79E-17,8.81E-17,9.66E-16,9.50E-16,9.52E-16,-5.47E-16,-5.46E-16,-1.15E-17,-1.29E-17,-1.17E-17
1450800,3.20E-16,3.20E-16,3.51E-15,3.45E-15,3.46E-15,1.98E-15,1.98E-15,4.19E-17,4.70E-17,4.26E-17
1454400,3.12E-17,3.13E-17,3.42E-16,3.36E-16,3.38E-16,-1.95E-16,-1.94E-16,-4.10E-18,-4.59E-18,-4.15E-18
1458000,1.65E-16,1.65E-16,1.81E-15,1.78E-15,1.79E-15,1.03E-15,1.02E-15,2.17E-17,2.43E-17,2.20E-17
1461600,1.08E-16,1.08E-16,1.19E-15,1.17E-15,1.17E-15,-6.72E-16,-6.70E-16,-1.42E-17,-1.59E-17,-1.44E-17
1465200,1.10E-17,1.10E-17,1.20E-16,1.18E-16,1.19E-16,-6.82E-17,-6.80E-17,-1.44E-18,-1.61E-18,-1.46E-18
1468800,9.20E-18,9.20E-18,1.01E-16,9.91E-17,9.94E-17,-5.70E-17,-5.69E-17,-1.21E-18,-1.35E-18,-1.22E-18
1472400,1.12E-16,1.12E-16,1.23E-15,1.21E-15,1.21E-15,-6.95E-16,-6.89E-16,-1.46E-17,-1.64E-17,-1.49E-17
1476000,2.28E-16,2.28E-16,2.50E-15,2.46E-15,2.47E-15,1.42E-15,1.41E-15,2.99E-17,3.36E-17,3.04E-17
1479600,7.77E-17,7.77E-17,8.52E-16,8.38E-16,8.40E-16,-4.82E-16,-4.81E-16,-1.02E-17,-1.14E-17,-1.03E-17
1483200,1.77E-16,1.78E-16,1.95E-15,1.91E-15,1.92E-15,1.10E-15,1.10E-15,2.33E-17,2.61E-17,2.36E-17
1486800,1.84E-16,1.84E-16,2.02E-15,1.98E-15,1.99E-15,-1.14E-15,-1.14E-15,-2.41E-17,-2.70E-17,-2.44E-17
1490400,3.20E-18,3.32E-18,3.44E-17,3.39E-17,3.40E-17,2.25E-17,2.52E-17,4.21E-19,4.68E-19,4.01E-19
1494000,1.04E-16,1.04E-16,1.14E-15,1.12E-15,1.13E-15,-6.48E-16,-6.46E-16,-1.37E-17,-1.53E-17,-1.39E-17
1497600,4.05E-17,4.05E-17,4.44E-16,4.37E-16,4.38E-16,2.52E-16,2.50E-16,5.31E-18,5.95E-18,5.40E-18
1501200,2.05E-17,2.05E-17,2.25E-16,2.21E-16,2.22E-16,-1.27E-16,-1.27E-16,-2.69E-18,-3.01E-18,-2.73E-18
1504800,7.57E-18,7.81E-18,8.43E-17,8.30E-17,8.32E-17,-4.83E-17,-4.79E-17,-1.00E-18,-1.13E-18,-1.02E-18
1508400,1.12E-17,1.12E-17,1.23E-16,1.21E-16,1.21E-16,6.93E-17,6.91E-17,1.46E-18,1.64E-18,1.49E-18
1512000,1.20E-16,1.20E-16,1.31E-15,1.29E-15,1.30E-15,7.45E-16,7.38E-16,1.57E-17,1.76E-17,1.59E-17
1515600,1.13E-16,1.13E-16,1.24E-15,1.22E-15,1.22E-15,6.99E-16,6.98E-16,1.48E-17,1.66E-17,1.50E-17
1519200,8.63E-17,8.63E-17,9.47E-16,9.31E-16,9.34E-16,-5.36E-16,-5.34E-16,-1.13E-17,-1.27E-17,-1.15E-17
1522800,5.49E-17,5.49E-17,6.02E-16,5.92E-16,5.94E-16,3.42E-16,3.40E-16,7.20E-18,8.07E-18,7.31E-18
1526400,1.97E-17,2.01E-17,2.18E-16,2.14E-16,2.15E-16,-1.23E-16,-1.24E-16,-2.62E-18,-2.94E-18,-2.65E-18
1530000,1.68E-16,1.68E-16,1.85E-15,1.81E-15,1.82E-15,1.05E-15,1.04E-15,2.21E-17,2.47E-17,2.24E-17
1533600,5.19E-17,5.20E-17,5.70E-16,5.60E-16,5.62E-16,-3.23E-16,-3.21E-16,-6.81E-18,-7.64E-18,-6.91E-18
1537200,2.94E-18,2.91E-18,3.15E-17,3.11E-17,3.11E-17,-1.72E-17,-1.77E-17,-3.82E-19,-4.30E-19,-3.87E-19
1540800,4.46E-18,4.42E-18,4.89E-17,4.81E-17,4.81E-17,-2.72E-17,-2.64E-17,-5.81E-19,-6.48E-19,-5.86E-19
1544400,4.25E-17,4.25E-17,4.66E-16,4.59E-16,4.60E-16,-2.64E-16,-2.63E-16,-5.57E-18,-6.25E-18,-5.66E-18
1548000,1.50E-16,1.50E-16,1.65E-15,1.62E-15,1.63E-15,9.33E-16,9.30E-16,1.97E-17,2.21E-17,2.00E-17
1551600,4.45E-17,4.43E-17,4.87E-16,4.79E-16,4.80E-16,-2.75E-16,-2.75E-16,-5.82E-18,-6.53E-18,-5.91E-18
1555200,6.43E-17,6.43E-17,7.05E-16,6.93E-16,6.95E-16,3.99E-16,3.98E-16,8.43E-18,9.45E-18,8.56E-18
1558800,6.81E-17,6.82E-17,7.48E-16,7.35E-16,7.37E-16,-4.24E-16,-4.22E-16,-8.93E-18,-1.00E-17,-9.07E-18
1562400,7.00E-17,7.01E-17,7.69E-16,7.56E-16,7.58E-16,4.35E-16,4.34E-16,9.19E-18,1.03E-17,9.32E-18
1566000,5.05E-17,5.05E-17,5.54E-16,5.45E-16,5.46E-16,-3.12E-16,-3.12E-16,-6.62E-18,-7.41E-18,-6.73E-18
1569600,3.86E-16,3.86E-16,4.24E-15,4.16E-15,4.18E-15,2.40E-15,2.39E-15,5.06E-17,5.67E-17,5.14E-17
1573200,1.14E-15,1.14E-15,1.25E-14,1.23E-14,1.23E-14,7.02E-15,7.06E-15,1.49E-16,1.67E-16,1.52E-16
1576800,1.04E-17,1.04E-17,1.14E-16,1.12E-16,1.12E-16,6.44E-17,6.40E-17,1.36E-18,1.52E-18,1.38E-18
1580400,9.80E-17,9.81E-17,1.08E-15,1.06E-15,1.06E-15,-6.08E-16,-6.05E-16,-1.29E-17,-1.44E-17,-1.31E-17
1584000,1.93E-16,1.93E-16,2.11E-15,2.08E-15,2.08E-15,-1.20E-15,-1.19E-15,-2.53E-17,-2.83E-17,-2.57E-17
1587600,1.02E-16,1.02E-16,1.12E-15,1.10E-15,1.10E-15,6.29E-16,6.31E-16,1.33E-17,1.50E-17,1.36E-17
1591200,2.24E-17,2.24E-17,2.46E-16,2.42E-16,2.43E-16,-1.39E-16,-1.39E-16,-2.94E-18,-3.30E-18,-2.98E-18
1594800,8.64E-17,8.64E-17,9.48E-16,9.32E-16,9.35E-16,5.36E-16,5.35E-16,1.13E-17,1.27E-17,1.15E-17
1598400,2.74E-16,2.74E-16,3.01E-15,2.96E-15,2.96E-15,-1.70E-15,-1.70E-15,-3.59E-17,-4.03E-17,-3.65E-17
1602000,7.53E-17,7.53E-17,8.26E-16,8.12E-16,8.15E-16,4.68E-16,4.66E-16,9.88E-18,1.11E-17,1.00E-17
1605600,8.66E-17,8.65E-17,9.50E-16,9.34E-16,9.36E-16,-5.37E-16,-5.35E-16,-1.13E-17,-1.27E-17,-1.15E-17
1609200,3.56E-17,3.56E-17,3.90E-16,3.84E-16,3.85E-16,2.21E-16,2.20E-16,4.66E-18,5.23E-18,4.73E-18
1612800,4.06E-17,4.08E-17,4.45E-16,4.38E-16,4.39E-16,-2.58E-16,-2.49E-16,-5.33E-18,-5.98E-18,-5.39E-18
1616400,1.40E-17,1.40E-17,1.53E-16,1.51E-16,1.51E-16,8.67E-17,8.67E-17,1.83E-18,2.05E-18,1.86E-18
1620000,2.84E-17,2.84E-17,3.11E-16,3.05E-16,3.06E-16,-1.75E-16,-1.77E-16,-3.73E-18,-4.17E-18,-3.78E-18
1623600,2.64E-17,2.65E-17,2.90E-16,2.85E-16,2.86E-16,-1.64E-16,-1.64E-16,-3.47E-18,-3.89E-18,-3.52E-18
1627200,5.05E-17,5.05E-17,5.54E-16,5.45E-16,5.47E-16,3.14E-16,3.13E-16,6.62E-18,7.43E-18,6.72E-18
1630800,4.87E-17,4.90E-17,5.36E-16,5.27E-16,5.28E-16,-3.05E-16,-3.03E-16,-6.42E-18,-7.18E-18,-6.50E-18
1634400,1.13E-16,1.13E-16,1.24E-15,1.22E-15,1.22E-15,7.02E-16,7.01E-16,1.48E-17,1.66E-17,1.51E-17
1638000,1.44E-16,1.44E-16,1.58E-15,1.56E-15,1.56E-15,-8.89E-16,-8.91E-16,-1.89E-17,-2.11E-17,-1.92E-17
1641600,3.15E-17,3.15E-17,3.46E-16,3.40E-16,3.41E-16,1.95E-16,1.95E-16,4.13E-18,4.63E-18,4.19E-18
1645200,1.42E-16,1.42E-16,1.55E-15,1.53E-15,1.53E-15,-8.79E-16,-8.77E-16,-1.86E-17,-2.08E-17,-1.89E-17
1648800,1.69E-17,1.69E-17,1.85E-16,1.82E-16,1.83E-16,1.05E-16,1.05E-16,2.21E-18,2.48E-18,2.25E-18
