Time ,u_X0,u_X1,u_G3,u_G2,u_G1,Strain_X0,Strain_X1,Strain_G3,Strain_G2,Strain_G1
1652400,1.71E-16,1.71E-16,1.88E-15,1.85E-15,1.85E-15,-1.07E-15,-1.06E-15,-2.24E-17,-2.52E-17,-2.28E-17
1656000,2.54E-16,2.54E-16,2.79E-15,2.74E-15,2.75E-15,1.58E-15,1.57E-15,3.33E-17,3.74E-17,3.38E-17
1659600,6.54E-18,6.53E-18,7.17E-17,7.05E-17,7.07E-17,4.06E-17,4.04E-17,8.57E-19,9.61E-19,8.70E-19
1663200,7.73E-17,7.73E-17,8.48E-16,8.33E-16,8.36E-16,4.71E-16,4.81E-16,1.02E-17,1.14E-17,1.03E-17
1666800,7.96E-18,7.89E-18,8.68E-17,8.53E-17,8.57E-17,-5.17E-17,-4.87E-17,-1.04E-18,-1.17E-18,-1.06E-18
1670400,9.41E-17,9.40E-17,1.03E-15,1.01E-15,1.02E-15,-5.84E-16,-5.82E-16,-1.23E-17,-1.38E-17,-1.25E-17
1674000,1.37E-16,1.37E-16,1.50E-15,1.48E-15,1.48E-15,8.50E-16,8.48E-16,1.80E-17,2.01E-17,1.82E-17
1677600,6.59E-17,6.59E-17,7.23E-16,7.11E-16,7.13E-16,4.09E-16,4.08E-16,8.64E-18,9.69E-18,8.78E-18
1681200,3.77E-17,3.77E-17,4.14E-16,4.07E-16,4.08E-16,2.34E-16,2.33E-16,4.95E-18,5.55E-18,5.02E-18
1684800,1.27E-17,1.27E-17,1.39E-16,1.37E-16,1.37E-16,-7.89E-17,-7.87E-17,-1.67E-18,-1.87E-18,-1.69E-18
1688400,3.34E-16,3.35E-16,3.67E-15,3.61E-15,3.62E-15,2.08E-15,2.07E-15,4.39E-17,4.92E-17,4.45E-17
1692000,1.85E-16,1.85E-16,2.03E-15,2.00E-15,2.00E-15,-1.15E-15,-1.15E-15,-2.43E-17,-2.72E-17,-2.46E-17
1695600,2.57E-16,2.63E-16,2.85E-15,2.80E-15,2.81E-15,1.54E-15,1.57E-15,3.39E-17,3.88E-17,3.53E-17
1699200,3.84E-17,3.84E-17,4.21E-16,4.14E-16,4.15E-16,2.39E-16,2.38E-16,5.04E-18,5.65E-18,5.11E-18
1702800,6.50E-17,6.51E-17,7.14E-16,7.01E-16,7.04E-16,-4.04E-16,-4.03E-16,-8.53E-18,-9.56E-18,-8.66E-18
1706400,8.32E-17,8.32E-17,9.13E-16,8.97E-16,9.00E-16,5.16E-16,5.17E-16,1.09E-17,1.22E-17,1.11E-17
1710000,2.02E-16,2.02E-16,2.22E-15,2.18E-15,2.18E-15,-1.25E-15,-1.25E-15,-2.65E-17,-2.97E-17,-2.69E-17
1713600,2.70E-16,2.70E-16,2.96E-15,2.91E-15,2.92E-15,1.67E-15,1.67E-15,3.54E-17,3.97E-17,3.59E-17
1717200,6.99E-17,6.99E-17,7.67E-16,7.54E-16,7.56E-16,-4.34E-16,-4.33E-16,-9.16E-18,-1.03E-17,-9.30E-18
1720800,5.73E-17,5.73E-17,6.29E-16,6.19E-16,6.20E-16,3.56E-16,3.55E-16,7.52E-18,8.43E-18,7.63E-18
1724400,2.45E-17,2.45E-17,2.68E-16,2.64E-16,2.65E-16,-1.52E-16,-1.51E-16,-3.21E-18,-3.60E-18,-3.25E-18
1728000,1.81E-17,1.81E-17,1.98E-16,1.95E-16,1.95E-16,1.12E-16,1.12E-16,2.37E-18,2.65E-18,2.40E-18
1731600,2.84E-18,2.66E-18,3.03E-17,2.95E-17,2.97E-17,1.71E-17,1.65E-17,3.62E-19,4.13E-19,3.81E-19
1735200,3.76E-17,3.76E-17,4.12E-16,4.05E-16,4.07E-16,-2.33E-16,-2.33E-16,-4.93E-18,-5.53E-18,-5.01E-18
1738800,2.74E-16,2.74E-16,3.01E-15,2.96E-15,2.96E-15,-1.70E-15,-1.70E-15,-3.59E-17,-4.03E-17,-3.65E-17
1742400,1.05E-16,1.05E-16,1.15E-15,1.13E-15,1.13E-15,-6.50E-16,-6.48E-16,-1.37E-17,-1.54E-17,-1.39E-17
1746000,1.26E-16,1.26E-16,1.38E-15,1.36E-15,1.36E-15,7.82E-16,7.80E-16,1.65E-17,1.85E-17,1.68E-17
1749600,6.60E-17,6.60E-17,7.25E-16,7.12E-16,7.14E-16,-4.10E-16,-4.08E-16,-8.66E-18,-9.71E-18,-8.79E-18
1753200,2.10E-16,2.10E-16,2.30E-15,2.27E-15,2.27E-15,1.30E-15,1.30E-15,2.75E-17,3.09E-17,2.80E-17
1756800,1.02E-16,1.02E-16,1.12E-15,1.10E-15,1.10E-15,-6.33E-16,-6.31E-16,-1.34E-17,-1.50E-17,-1.36E-17
1760400,2.58E-17,2.58E-17,2.83E-16,2.78E-16,2.79E-16,1.60E-16,1.60E-16,3.38E-18,3.79E-18,3.43E-18
1764000,2.02E-16,2.02E-16,2.22E-15,2.18E-15,2.19E-15,1.25E-15,1.25E-15,2.65E-17,2.97E-17,2.69E-17
1767600,3.93E-17,3.89E-17,4.28E-16,4.21E-16,4.23E-16,-2.44E-16,-2.43E-16,-5.11E-18,-5.76E-18,-5.25E-18
1771200,8.85E-18,8.92E-18,9.69E-17,9.53E-17,9.54E-17,5.48E-17,5.59E-17,1.16E-18,1.30E-18,1.18E-18
1774800,6.02E-16,6.02E-16,6.61E-15,6.50E-15,6.51E-15,3.74E-15,3.72E-15,7.90E-17,8.85E-17,8.02E-17
1778400,2.34E-17,2.34E-17,2.57E-16,2.52E-16,2.53E-16,-1.45E-16,-1.46E-16,-3.07E-18,-3.44E-18,-3.12E-18
1782000,5.55E-17,5.55E-17,6.09E-16,5.99E-16,6.00E-16,-3.43E-16,-3.44E-16,-7.28E-18,-8.15E-18,-7.38E-18
1785600,4.59E-17,4.59E-17,5.03E-16,4.95E-16,4.96E-16,2.85E-16,2.84E-16,6.01E-18,6.74E-18,6.10E-18
1789200,5.52E-17,5.50E-17,6.06E-16,5.95E-16,5.97E-16,-3.42E-16,-3.41E-16,-7.23E-18,-8.11E-18,-7.35E-18
1792800,1.67E-16,1.67E-16,1.84E-15,1.81E-15,1.81E-15,1.04E-15,1.04E-15,2.20E-17,2.46E-17,2.23E-17
1796400,9.47E-17,9.48E-17,1.04E-15,1.02E-15,1.02E-15,-5.89E-16,-5.87E-16,-1.24E-17,-1.39E-17,-1.26E-17
1800000,3.64E-17,3.64E-17,3.99E-16,3.92E-16,3.93E-16,2.26E-16,2.25E-16,4.77E-18,5.35E-18,4.84E-18
1803600,9.29E-17,9.30E-17,1.02E-15,1.00E-15,1.00E-15,-5.77E-16,-5.75E-16,-1.22E-17,-1.37E-17,-1.24E-17
1807200,1.15E-16,1.16E-16,1.27E-15,1.25E-15,1.25E-15,7.17E-16,7.15E-16,1.51E-17,1.70E-17,1.54E-17
1810800,1.81E-16,1.81E-16,1.99E-15,1.95E-15,1.96E-15,1.12E-15,1.12E-15,2.37E-17,2.66E-17,2.41E-17
1814400,5.33E-17,5.31E-17,5.83E-16,5.73E-16,5.74E-16,-3.31E-16,-3.28E-16,-6.98E-18,-7.83E-18,-7.06E-18
1818000,3.87E-16,3.87E-16,4.24E-15,4.17E-15,4.18E-15,2.40E-15,2.39E-15,5.07E-17,5.69E-17,5.15E-17
1821600,8.55E-17,8.55E-17,9.38E-16,9.23E-16,9.25E-16,-5.31E-16,-5.30E-16,-1.12E-17,-1.26E-17,-1.14E-17
1825200,1.04E-16,1.04E-16,1.14E-15,1.13E-15,1.13E-15,6.48E-16,6.46E-16,1.37E-17,1.53E-17,1.39E-17
1828800,1.01E-16,1.01E-16,1.11E-15,1.09E-15,1.09E-15,-6.27E-16,-6.27E-16,-1.33E-17,-1.49E-17,-1.35E-17
1832400,2.12E-16,2.12E-16,2.32E-15,2.28E-15,2.29E-15,1.31E-15,1.31E-15,2.78E-17,3.11E-17,2.82E-17
1836000,7.06E-17,7.05E-17,7.74E-16,7.61E-16,7.64E-16,-4.36E-16,-4.37E-16,-9.25E-18,-1.04E-17,-9.41E-18
1839600,9.67E-17,9.68E-17,1.06E-15,1.04E-15,1.05E-15,6.01E-16,6.00E-16,1.27E-17,1.42E-17,1.29E-17
1843200,2.57E-17,2.57E-17,2.82E-16,2.78E-16,2.78E-16,-1.60E-16,-1.59E-16,-3.37E-18,-3.79E-18,-3.43E-18
1846800,9.99E-17,1.00E-16,1.10E-15,1.08E-15,1.08E-15,-6.21E-16,-6.18E-16,-1.31E-17,-1.47E-17,-1.33E-17
1850400,4.80E-17,4.80E-17,5.27E-16,5.18E-16,5.19E-16,2.98E-16,2.97E-16,6.29E-18,7.06E-18,6.39E-18
1854000,2.86E-17,2.86E-17,3.14E-16,3.08E-16,3.09E-16,1.78E-16,1.78E-16,3.75E-18,4.20E-18,3.82E-18
1857600,9.40E-17,9.42E-17,1.03E-15,1.02E-15,1.02E-15,5.85E-16,5.83E-16,1.23E-17,1.38E-17,1.25E-17
1861200,1.06E-16,1.06E-16,1.16E-15,1.14E-15,1.14E-15,-6.56E-16,-6.54E-16,-1.38E-17,-1.55E-17,-1.41E-17
1864800,1.35E-16,1.35E-16,1.48E-15,1.45E-15,1.46E-15,8.35E-16,8.33E-16,1.76E-17,1.98E-17,1.79E-17
1868400,1.33E-17,1.34E-17,1.47E-16,1.44E-16,1.45E-16,-8.40E-17,-8.13E-17,-1.75E-18,-1.96E-18,-1.78E-18
1872000,8.09E-17,8.10E-17,8.88E-16,8.73E-16,8.75E-16,5.04E-16,5.00E-16,1.06E-17,1.19E-17,1.08E-17
1875600,1.29E-16,1.29E-16,1.42E-15,1.39E-15,1.40E-15,-8.01E-16,-7.98E-16,-1.69E-17,-1.90E-17,-1.72E-17
1879200,5.49E-17,5.50E-17,6.03E-16,5.93E-16,5.95E-16,3.41E-16,3.41E-16,7.21E-18,8.09E-18,7.32E-18
1882800,3.92E-19,4.11E-19,4.25E-18,4.18E-18,4.21E-18,-2.48E-18,-1.83E-18,-4.94E-20,-5.39E-20,-5.54E-20
1886400,2.92E-17,2.91E-17,3.20E-16,3.14E-16,3.15E-16,-1.81E-16,-1.80E-16,-3.82E-18,-4.27E-18,-3.88E-18
1890000,2.00E-15,2.00E-15,2.19E-14,2.16E-14,2.16E-14,-1.24E-14,-1.24E-14,-2.62E-16,-2.94E-16,-2.66E-16
1893600,4.50E-17,4.50E-17,4.94E-16,4.86E-16,4.87E-16,-2.80E-16,-2.79E-16,-5.90E-18,-6.62E-18,-5.99E-18
1897200,1.51E-16,1.52E-16,1.66E-15,1.64E-15,1.64E-15,9.40E-16,9.40E-16,1.99E-17,2.23E-17,2.02E-17
1900800,1.10E-16,1.09E-16,1.20E-15,1.18E-15,1.18E-15,6.80E-16,6.79E-16,1.44E-17,1.61E-17,1.46E-17
1904400,5.30E-17,5.30E-17,5.81E-16,5.71E-16,5.73E-16,3.29E-16,3.28E-16,6.94E-18,7.79E-18,7.05E-18
1908000,3.07E-16,3.07E-16,3.36E-15,3.31E-15,3.32E-15,-1.90E-15,-1.90E-15,-4.02E-17,-4.51E-17,-4.08E-17
1911600,9.67E-17,9.64E-17,1.06E-15,1.04E-15,1.04E-15,5.92E-16,5.95E-16,1.27E-17,1.42E-17,1.29E-17
1915200,1.44E-17,1.44E-17,1.58E-16,1.55E-16,1.56E-16,-8.90E-17,-8.88E-17,-1.88E-18,-2.11E-18,-1.91E-18
1918800,3.39E-18,3.37E-18,3.71E-17,3.65E-17,3.66E-17,2.10E-17,2.11E-17,4.44E-19,4.98E-19,4.50E-19
1922400,2.68E-17,2.68E-17,2.93E-16,2.88E-16,2.89E-16,-1.67E-16,-1.65E-16,-3.51E-18,-3.94E-18,-3.56E-18
1926000,1.76E-17,1.77E-17,1.94E-16,1.90E-16,1.91E-16,-1.10E-16,-1.09E-16,-2.31E-18,-2.59E-18,-2.35E-18
1929600,3.97E-17,3.98E-17,4.36E-16,4.29E-16,4.30E-16,2.47E-16,2.46E-16,5.21E-18,5.85E-18,5.29E-18
1933200,5.25E-17,5.25E-17,5.76E-16,5.66E-16,5.68E-16,-3.26E-16,-3.25E-16,-6.88E-18,-7.72E-18,-6.99E-18
1936800,1.93E-16,1.93E-16,2.12E-15,2.08E-15,2.09E-15,1.20E-15,1.19E-15,2.53E-17,2.84E-17,2.57E-17
1940400,1.32E-16,1.32E-16,1.45E-15,1.42E-15,1.43E-15,-8.19E-16,-8.17E-16,-1.73E-17,-1.94E-17,-1.76E-17
1944000,1.34E-16,1.34E-16,1.47E-15,1.44E-15,1.45E-15,8.31E-16,8.28E-16,1.75E-17,1.97E-17,1.78E-17
1947600,3.95E-17,3.95E-17,4.33E-16,4.25E-16,4.27E-16,2.47E-16,2.45E-16,5.17E-18,5.80E-18,5.27E-18
1951200,3.85E-16,3.85E-16,4.23E-15,4.16E-15,4.17E-15,2.39E-15,2.39E-15,5.05E-17,5.66E-17,5.13E-17
1954800,2.10E-16,2.11E-16,2.31E-15,2.27E-15,2.27E-15,1.31E-15,1.31E-15,2.76E-17,3.10E-17,2.81E-17
1958400,2.38E-18,2.38E-18,2.61E-17,2.56E-17,2.57E-17,1.47E-17,1.46E-17,3.12E-19,3.49E-19,3.17E-19
1962000,1.46E-17,1.46E-17,1.60E-16,1.58E-16,1.58E-16,8.99E-17,8.99E-17,1.92E-18,2.16E-18,1.94E-18
1965600,1.18E-16,1.18E-16,1.29E-15,1.27E-15,1.28E-15,-7.33E-16,-7.29E-16,-1.55E-17,-1.73E-17,-1.57E-17
1969200,3.77E-17,3.78E-17,4.14E-16,4.07E-16,4.08E-16,2.35E-16,2.34E-16,4.95E-18,5.55E-18,5.03E-18
1972800,5.02E-16,5.02E-16,5.51E-15,5.42E-15,5.43E-15,-3.12E-15,-3.11E-15,-6.59E-17,-7.38E-17,-6.69E-17
1976400,9.39E-17,9.40E-17,1.03E-15,1.01E-15,1.02E-15,5.84E-16,5.81E-16,1.23E-17,1.38E-17,1.25E-17
1980000,1.31E-16,1.31E-16,1.44E-15,1.41E-15,1.42E-15,-8.13E-16,-8.09E-16,-1.72E-17,-1.92E-17,-1.74E-17
1983600,2.27E-16,2.27E-16,2.49E-15,2.45E-15,2.46E-15,1.41E-15,1.40E-15,2.98E-17,3.34E-17,3.02E-17
1987200,3.98E-17,3.98E-17,4.37E-16,4.29E-16,4.30E-16,-2.47E-16,-2.45E-16,-5.22E-18,-5.84E-18,-5.30E-18
1990800,4.95E-17,4.95E-17,5.43E-16,5.34E-16,5.35E-16,3.08E-16,3.06E-16,6.49E-18,7.28E-18,6.58E-18
1994400,1.60E-17,1.60E-17,1.75E-16,1.72E-16,1.73E-16,-9.84E-17,-1.00E-16,-2.10E-18,-2.35E-18,-2.13E-18
1998000,1.07E-17,1.07E-17,1.18E-16,1.16E-16,1.16E-16,-6.66E-17,-6.64E-17,-1.41E-18,-1.58E-18,-1.43E-18
2001600,1.61E-17,1.61E-17,1.76E-16,1.73E-16,1.74E-16,-1.00E-16,-9.97E-17,-2.11E-18,-2.36E-18,-2.15E-18
2005200,3.02E-17,3.01E-17,3.31E-16,3.25E-16,3.26E-16,-1.87E-16,-1.87E-16,-3.95E-18,-4.43E-18,-4.01E-18
2008800,8.15E-17,8.15E-17,8.94E-16,8.79E-16,8.81E-16,5.05E-16,5.05E-16,1.07E-17,1.20E-17,1.08E-17
2012400,4.50E-17,4.50E-17,4.94E-16,4.85E-16,4.87E-16,-2.79E-16,-2.79E-16,-5.90E-18,-6.62E-18,-5.99E-18
2016000,1.47E-16,1.47E-16,1.61E-15,1.58E-15,1.59E-15,9.11E-16,9.09E-16,1.93E-17,2.16E-17,1.95E-17
2019600,2.68E-16,2.68E-16,2.94E-15,2.89E-15,2.90E-15,-1.66E-15,-1.66E-15,-3.52E-17,-3.94E-17,-3.57E-17
2023200,2.39E-17,2.40E-17,2.63E-16,2.58E-16,2.59E-16,1.49E-16,1.48E-16,3.14E-18,3.52E-18,3.19E-18
2026800,1.55E-16,1.55E-16,1.70E-15,1.67E-15,1.67E-15,-9.61E-16,-9.58E-16,-2.03E-17,-2.28E-17,-2.06E-17
2030400,2.26E-16,2.26E-16,2.48E-15,2.44E-15,2.45E-15,1.40E-15,1.40E-15,2.97E-17,3.33E-17,3.01E-17
2034000,5.47E-17,5.46E-17,5.99E-16,5.89E-16,5.91E-16,-3.39E-16,-3.38E-16,-7.16E-18,-8.03E-18,-7.27E-18
2037600,8.71E-17,8.71E-17,9.56E-16,9.39E-16,9.42E-16,5.41E-16,5.38E-16,1.14E-17,1.28E-17,1.16E-17
2041200,8.43E-17,8.43E-17,9.25E-16,9.09E-16,9.12E-16,5.23E-16,5.22E-16,1.10E-17,1.24E-17,1.12E-17
2044800,7.59E-17,7.60E-17,8.34E-16,8.20E-16,8.22E-16,4.71E-16,4.71E-16,9.96E-18,1.12E-17,1.01E-17
2048400,1.51E-17,1.50E-17,1.66E-16,1.63E-16,1.63E-16,-9.41E-17,-9.38E-17,-1.97E-18,-2.22E-18,-2.01E-18
2052000,4.41E-17,4.41E-17,4.84E-16,4.75E-16,4.77E-16,-2.74E-16,-2.73E-16,-5.78E-18,-6.48E-18,-5.87E-18
2055600,1.27E-16,1.27E-16,1.39E-15,1.37E-15,1.37E-15,7.86E-16,7.83E-16,1.66E-17,1.86E-17,1.68E-17
2059200,7.77E-17,7.77E-17,8.53E-16,8.38E-16,8.40E-16,-4.83E-16,-4.83E-16,-1.02E-17,-1.14E-17,-1.03E-17
2062800,4.02E-17,4.02E-17,4.41E-16,4.34E-16,4.35E-16,2.50E-16,2.49E-16,5.28E-18,5.91E-18,5.36E-18
2066400,4.55E-16,4.55E-16,4.99E-15,4.91E-15,4.92E-15,-2.82E-15,-2.82E-15,-5.97E-17,-6.69E-17,-6.06E-17
2070000,3.03E-16,3.03E-16,3.32E-15,3.27E-15,3.28E-15,1.88E-15,1.87E-15,3.97E-17,4.45E-17,4.03E-17
2073600,3.79E-17,3.79E-17,4.16E-16,4.09E-16,4.10E-16,2.35E-16,2.34E-16,4.97E-18,5.57E-18,5.05E-18
2077200,1.52E-16,1.52E-16,1.67E-15,1.64E-15,1.64E-15,9.43E-16,9.32E-16,2.00E-17,2.24E-17,2.03E-17
2080800,5.16E-17,5.15E-17,5.65E-16,5.56E-16,5.57E-16,3.21E-16,3.19E-16,6.76E-18,7.58E-18,6.86E-18
2084400,1.32E-16,1.32E-16,1.45E-15,1.42E-15,1.43E-15,-8.20E-16,-8.17E-16,-1.73E-17,-1.94E-17,-1.76E-17
2088000,3.05E-16,3.05E-16,3.34E-15,3.29E-15,3.30E-15,1.89E-15,1.89E-15,4.00E-17,4.48E-17,4.06E-17
2091600,1.87E-16,1.87E-16,2.05E-15,2.01E-15,2.02E-15,-1.16E-15,-1.16E-15,-2.45E-17,-2.75E-17,-2.49E-17
2095200,7.68E-18,7.73E-18,8.46E-17,8.32E-17,8.35E-17,-4.78E-17,-4.73E-17,-1.01E-18,-1.13E-18,-1.03E-18
2098800,1.63E-16,1.63E-16,1.79E-15,1.76E-15,1.77E-15,-1.01E-15,-1.01E-15,-2.14E-17,-2.40E-17,-2.17E-17
2102400,1.70E-16,1.70E-16,1.86E-15,1.83E-15,1.84E-15,1.05E-15,1.05E-15,2.22E-17,2.49E-17,2.26E-17
2106000,8.83E-17,8.83E-17,9.68E-16,9.52E-16,9.55E-16,-5.48E-16,-5.47E-16,-1.16E-17,-1.30E-17,-1.17E-17
2109600,5.60E-18,5.61E-18,6.15E-17,6.05E-17,6.07E-17,3.46E-17,3.49E-17,7.35E-19,8.24E-19,7.47E-19
2113200,4.58E-17,4.58E-17,5.03E-16,4.94E-16,4.96E-16,-2.85E-16,-2.84E-16,-6.00E-18,-6.72E-18,-6.08E-18
2116800,5.86E-18,5.88E-18,6.39E-17,6.28E-17,6.30E-17,-3.70E-17,-3.70E-17,-7.68E-19,-8.60E-19,-7.76E-19
2120400,8.28E-17,8.28E-17,9.09E-16,8.93E-16,8.96E-16,5.14E-16,5.13E-16,1.09E-17,1.22E-17,1.10E-17
2124000,1.63E-16,1.63E-16,1.79E-15,1.76E-15,1.77E-15,-1.01E-15,-1.01E-15,-2.14E-17,-2.40E-17,-2.17E-17
2127600,5.15E-17,5.16E-17,5.65E-16,5.55E-16,5.57E-16,3.19E-16,3.20E-16,6.75E-18,7.58E-18,6.85E-18
2131200,1.00E-16,9.99E-17,1.10E-15,1.08E-15,1.08E-15,-6.21E-16,-6.16E-16,-1.31E-17,-1.47E-17,-1.33E-17
2134800,4.49E-17,4.48E-17,4.92E-16,4.84E-16,4.85E-16,2.79E-16,2.77E-16,5.88E-18,6.60E-18,5.98E-18
2138400,1.66E-16,1.67E-16,1.83E-15,1.80E-15,1.80E-15,-1.03E-15,-1.03E-15,-2.18E-17,-2.45E-17,-2.21E-17
2142000,1.11E-16,1.11E-16,1.22E-15,1.19E-15,1.20E-15,6.88E-16,6.85E-16,1.45E-17,1.63E-17,1.47E-17
2145600,4.03E-17,4.03E-17,4.43E-16,4.35E-16,4.36E-16,-2.50E-16,-2.50E-16,-5.29E-18,-5.93E-18,-5.37E-18
2149200,1.56E-17,1.56E-17,1.71E-16,1.69E-16,1.69E-16,9.69E-17,9.66E-17,2.05E-18,2.30E-18,2.08E-18
2152800,4.93E-18,4.96E-18,5.44E-17,5.35E-17,5.36E-17,3.11E-17,3.05E-17,6.49E-19,7.27E-19,6.59E-19
2156400,2.51E-17,2.51E-17,2.75E-16,2.70E-16,2.71E-16,-1.56E-16,-1.55E-16,-3.29E-18,-3.69E-18,-3.34E-18
2160000,2.01E-17,2.01E-17,2.21E-16,2.17E-16,2.18E-16,-1.26E-16,-1.25E-16,-2.64E-18,-2.96E-18,-2.69E-18
2163600,4.86E-17,4.88E-17,5.34E-16,5.25E-16,5.27E-16,-3.03E-16,-3.03E-16,-6.38E-18,-7.16E-18,-6.48E-18
2167200,7.53E-17,7.53E-17,8.26E-16,8.12E-16,8.15E-16,4.67E-16,4.66E-16,9.87E-18,1.11E-17,1.00E-17
2170800,6.89E-17,6.90E-17,7.57E-16,7.44E-16,7.46E-16,-4.28E-16,-4.27E-16,-9.04E-18,-1.01E-17,-9.17E-18
2174400,5.34E-17,5.34E-17,5.86E-16,5.76E-16,5.78E-16,3.31E-16,3.30E-16,7.00E-18,7.85E-18,7.10E-18
2178000,5.78E-17,5.78E-17,6.34E-16,6.23E-16,6.25E-16,-3.59E-16,-3.58E-16,-7.57E-18,-8.50E-18,-7.69E-18
2181600,3.70E-17,3.71E-17,4.06E-16,3.99E-16,4.00E-16,2.29E-16,2.31E-16,4.87E-18,5.45E-18,4.93E-18
2185200,1.43E-17,1.43E-17,1.56E-16,1.54E-16,1.54E-16,8.84E-17,8.83E-17,1.87E-18,2.10E-18,1.90E-18
2188800,3.22E-17,3.26E-17,3.56E-16,3.50E-16,3.51E-16,-1.97E-16,-2.00E-16,-4.24E-18,-4.73E-18,-4.28E-18
2192400,1.27E-16,1.27E-16,1.39E-15,1.37E-15,1.37E-15,7.86E-16,7.85E-16,1.66E-17,1.86E-17,1.69E-17
2196000,2.54E-16,2.54E-16,2.78E-15,2.74E-15,2.74E-15,-1.57E-15,-1.57E-15,-3.32E-17,-3.73E-17,-3.38E-17
2199600,3.08E-17,3.07E-17,3.37E-16,3.32E-16,3.33E-16,1.89E-16,1.92E-16,4.02E-18,4.52E-18,4.07E-18
2203200,1.45E-16,1.45E-16,1.59E-15,1.56E-15,1.57E-15,-9.00E-16,-8.97E-16,-1.90E-17,-2.13E-17,-1.93E-17
2206800,3.07E-16,3.07E-16,3.37E-15,3.31E-15,3.32E-15,1.90E-15,1.90E-15,4.02E-17,4.51E-17,4.09E-17
2210400,1.12E-16,1.12E-16,1.23E-15,1.21E-15,1.21E-15,-6.95E-16,-6.93E-16,-1.47E-17,-1.65E-17,-1.49E-17
2214000,4.68E-17,4.68E-17,5.14E-16,5.05E-16,5.06E-16,2.91E-16,2.89E-16,6.14E-18,6.88E-18,6.23E-18
2217600,5.07E-18,5.07E-18,5.56E-17,5.46E-17,5.48E-17,3.15E-17,3.13E-17,6.65E-19,7.44E-19,6.74E-19
2221200,2.87E-17,2.87E-17,3.15E-16,3.10E-16,3.11E-16,1.78E-16,1.78E-16,3.76E-18,4.22E-18,3.82E-18
2224800,1.06E-17,1.06E-17,1.17E-16,1.15E-16,1.15E-16,-6.60E-17,-6.59E-17,-1.39E-18,-1.56E-18,-1.42E-18
2228400,2.90E-17,2.91E-17,3.19E-16,3.14E-16,3.14E-16,-1.80E-16,-1.80E-16,-3.81E-18,-4.27E-18,-3.87E-18
2232000,8.06E-17,8.06E-17,8.84E-16,8.69E-16,8.72E-16,5.00E-16,4.99E-16,1.06E-17,1.18E-17,1.07E-17
2235600,9.01E-17,9.03E-17,9.90E-16,9.73E-16,9.76E-16,-5.58E-16,-5.59E-16,-1.18E-17,-1.33E-17,-1.20E-17
2239200,2.11E-16,2.11E-16,2.31E-15,2.27E-15,2.28E-15,1.31E-15,1.30E-15,2.76E-17,3.10E-17,2.80E-17
2242800,1.31E-16,1.31E-16,1.44E-15,1.42E-15,1.42E-15,-8.15E-16,-8.13E-16,-1.72E-17,-1.93E-17,-1.75E-17
2246400,1.09E-16,1.09E-16,1.20E-15,1.18E-15,1.18E-15,6.78E-16,6.76E-16,1.43E-17,1.61E-17,1.45E-17
2250000,7.61E-17,7.56E-17,8.32E-16,8.18E-16,8.20E-16,4.71E-16,4.69E-16,9.94E-18,1.12E-17,1.01E-17
2253600,1.47E-16,1.47E-16,1.62E-15,1.59E-15,1.59E-15,9.16E-16,9.15E-16,1.93E-17,2.17E-17,1.96E-17
2257200,2.23E-17,2.23E-17,2.44E-16,2.40E-16,2.41E-16,-1.38E-16,-1.38E-16,-2.92E-18,-3.27E-18,-2.96E-18
2260800,5.50E-17,5.50E-17,6.03E-16,5.93E-16,5.95E-16,3.41E-16,3.41E-16,7.21E-18,8.08E-18,7.32E-18
2264400,1.15E-16,1.15E-16,1.26E-15,1.24E-15,1.25E-15,-7.15E-16,-7.15E-16,-1.51E-17,-1.69E-17,-1.53E-17
2268000,1.57E-17,1.59E-17,1.73E-16,1.70E-16,1.71E-16,-9.66E-17,-9.76E-17,-2.08E-18,-2.32E-18,-2.11E-18
2271600,7.63E-17,7.63E-17,8.37E-16,8.23E-16,8.25E-16,4.73E-16,4.73E-16,1.00E-17,1.12E-17,1.02E-17
2275200,3.68E-17,3.64E-17,4.02E-16,3.95E-16,3.96E-16,-2.27E-16,-2.28E-16,-4.79E-18,-5.38E-18,-4.90E-18
2278800,2.04E-16,2.04E-16,2.24E-15,2.20E-15,2.21E-15,1.27E-15,1.26E-15,2.67E-17,3.00E-17,2.72E-17
2282400,1.13E-16,1.13E-16,1.24E-15,1.22E-15,1.23E-15,-7.03E-16,-6.99E-16,-1.48E-17,-1.67E-17,-1.51E-17
2286000,1.06E-17,1.05E-17,1.16E-16,1.14E-16,1.14E-16,6.55E-17,6.52E-17,1.38E-18,1.55E-18,1.40E-18
2289600,8.02E-17,8.02E-17,8.80E-16,8.65E-16,8.68E-16,-4.98E-16,-4.96E-16,-1.05E-17,-1.18E-17,-1.07E-17
2293200,5.19E-16,5.19E-16,5.69E-15,5.60E-15,5.61E-15,3.22E-15,3.21E-15,6.80E-17,7.63E-17,6.91E-17
2296800,6.77E-18,6.70E-18,7.39E-17,7.26E-17,7.29E-17,4.20E-17,4.12E-17,8.84E-19,9.92E-19,8.97E-19
2300400,1.34E-17,1.34E-17,1.47E-16,1.45E-16,1.45E-16,8.31E-17,8.28E-17,1.75E-18,1.96E-18,1.79E-18
2304000,4.61E-17,4.61E-17,5.06E-16,4.97E-16,4.98E-16,2.86E-16,2.85E-16,6.04E-18,6.77E-18,6.13E-18
